                 cnd  |                root  |      Central Neutron Detector  |                       0*cm 0*cm (-2.185+2.714)*cm  |                                   0 0 0  | 33bb99   |                Tube  |                   28.95*cm 38.56*cm 39.578*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_17  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 17  |   -16.04925000000*cm -27.79811642337*cm 31.272*cm  |                    270*deg 30*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    17   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_18  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 18  |    -8.30770311922*cm -31.00477013514*cm 31.272*cm  |                    270*deg 15*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    18   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_19  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 19  |    -0.00000000000*cm -32.09850000000*cm 31.272*cm  |                     270*deg 0*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    19   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_20  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 20  |     8.30770311922*cm -31.00477013514*cm 31.272*cm  |                   270*deg -15*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    20   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_21  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 21  |    16.04925000000*cm -27.79811642337*cm 31.272*cm  |                   270*deg -30*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    21   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_22  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 22  |    22.69706701592*cm -22.69706701592*cm 31.272*cm  |                   270*deg -45*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    22   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_23  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 23  |    27.79811642337*cm -16.04925000000*cm 31.272*cm  |                   270*deg -60*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    23   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleU-TurnUnderWrap_24  |                 cnd  |Central Neutron Detector, Layer 2, U-Turn Under Wrap 24  |     31.00477013514*cm -8.30770311922*cm 31.272*cm  |                   270*deg -75*deg 0*deg  | af3cff   |                Cons  |0*cm 4.02695030982835*cm 0*cm 4.02734526732112*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    24   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_1  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 1  |        35.19850000000*cm 0.00000000000*cm 34.7*cm  |                   270*deg 270*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_2  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 2  |        33.99914019664*cm 9.11004215904*cm 34.7*cm  |                   270*deg 255*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_3  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 3  |       30.48279517511*cm 17.59925000000*cm 34.7*cm  |                   270*deg 240*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_4  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 4  |       24.88909803759*cm 24.88909803759*cm 34.7*cm  |                   270*deg 225*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_5  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 5  |       17.59925000000*cm 30.48279517511*cm 34.7*cm  |                   270*deg 210*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     5   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_6  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 6  |        9.11004215904*cm 33.99914019664*cm 34.7*cm  |                   270*deg 195*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     6   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_7  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 7  |        0.00000000000*cm 35.19850000000*cm 34.7*cm  |                   270*deg 180*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     7   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_8  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 8  |       -9.11004215904*cm 33.99914019664*cm 34.7*cm  |                   270*deg 165*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     8   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_9  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 9  |      -17.59925000000*cm 30.48279517511*cm 34.7*cm  |                   270*deg 150*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |     9   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_10  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 10  |      -24.88909803759*cm 24.88909803759*cm 34.7*cm  |                   270*deg 135*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    10   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_11  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 11  |      -30.48279517511*cm 17.59925000000*cm 34.7*cm  |                   270*deg 120*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    11   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_12  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 12  |       -33.99914019664*cm 9.11004215904*cm 34.7*cm  |                   270*deg 105*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    12   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_13  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 13  |       -35.19850000000*cm 0.00000000000*cm 34.7*cm  |                    270*deg 90*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    13   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_14  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 14  |      -33.99914019664*cm -9.11004215904*cm 34.7*cm  |                    270*deg 75*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    14   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_15  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 15  |     -30.48279517511*cm -17.59925000000*cm 34.7*cm  |                    270*deg 60*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    15   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_16  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 16  |     -24.88909803759*cm -24.88909803759*cm 34.7*cm  |                    270*deg 45*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    16   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_17  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 17  |     -17.59925000000*cm -30.48279517511*cm 34.7*cm  |                    270*deg 30*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    17   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_18  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 18  |      -9.11004215904*cm -33.99914019664*cm 34.7*cm  |                    270*deg 15*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    18   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_19  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 19  |      -0.00000000000*cm -35.19850000000*cm 34.7*cm  |                     270*deg 0*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    19   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_20  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 20  |       9.11004215904*cm -33.99914019664*cm 34.7*cm  |                   270*deg -15*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    20   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleU-TurnUnderWrap_21  |                 cnd  |Central Neutron Detector, Layer 3, U-Turn Under Wrap 21  |      17.59925000000*cm -30.48279517511*cm 34.7*cm  |                   270*deg -30*deg 0*deg  | af3cff   |                Cons  |0*cm 4.43507305234928*cm 0*cm 4.43546800984204*cm 0.0015*cm 0*deg 180.*deg  |               G4_Al  |                  no  |    21   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
