                 cnd  |                root  |      Central Neutron Detector  |                       0*cm 0*cm (-2.185+2.714)*cm  |                                   0 0 0  | 33bb99   |                Tube  |                   28.95*cm 38.56*cm 39.578*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_19  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 19  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 135*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    19   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_20  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 20  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 150*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    20   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_21  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 21  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 150*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    21   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_22  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 22  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 165*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    22   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_23  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 23  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 165*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    23   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_24  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 24  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 180*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    24   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_25  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 25  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 180*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    25   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_26  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 26  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 195*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    26   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_27  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 27  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 195*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    27   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_28  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 28  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 210*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    28   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_29  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 29  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 210*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    29   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_30  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 30  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 225*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    30   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_31  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 31  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 225*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    31   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_32  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 32  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 240*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    32   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_33  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 33  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 240*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    33   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_34  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 34  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 255*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    34   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_35  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 35  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 255*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    35   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_36  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 36  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 270*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    36   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_37  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 37  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 270*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    37   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_38  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 38  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 285*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    38   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_39  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 39  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 285*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    39   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_40  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 40  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 300*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    40   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_41  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 41  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 300*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    41   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_42  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 42  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 315*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    42   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_43  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 43  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 315*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    43   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_44  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 44  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 330*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    44   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_45  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 45  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 330*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    45   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_46  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 46  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 345*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    46   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_47  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 47  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 345*deg  | af3cff   |       G4GenericTrap  |35*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm -0.025*cm 32.097*cm -0.025*cm 35.103*cm -0.022*cm 35.103*cm -0.022*cm 32.097*cm  |               G4_Al  |                  no  |    47   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer2_PaddleStraightEdgeWrap_48  |                 cnd  |Central Neutron Detector, Layer 2, Scintillator Straight Edge Wrap 48  |                               0*cm 0*cm -3.728*cm  |                     0*deg 0*deg 360*deg  | af3cff   |       G4GenericTrap  |35*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm 0.022*cm 32.097*cm 0.022*cm 35.103*cm 0.025*cm 35.103*cm 0.025*cm 32.097*cm  |               G4_Al  |                  no  |    48   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_1  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 1  |                               0*cm 0*cm -2.014*cm  |                       0*deg 0*deg 0*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_2  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 2  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 15*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_3  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 3  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 15*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_4  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 4  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 30*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_5  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 5  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 30*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |     5   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_6  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 6  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 45*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |     6   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_7  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 7  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 45*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |     7   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_8  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 8  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 60*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |     8   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_9  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 9  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 60*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |     9   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_10  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 10  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 75*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    10   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_11  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 11  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 75*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    11   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_12  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 12  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 90*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    12   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_13  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 13  |                               0*cm 0*cm -2.014*cm  |                      0*deg 0*deg 90*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    13   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_14  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 14  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 105*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    14   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_15  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 15  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 105*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    15   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_16  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 16  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 120*deg  | af3cff   |       G4GenericTrap  |36.714*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm 0.022*cm 35.197*cm 0.022*cm 38.203*cm 0.025*cm 38.203*cm 0.025*cm 35.197*cm  |               G4_Al  |                  no  |    16   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
CND_Layer3_PaddleStraightEdgeWrap_17  |                 cnd  |Central Neutron Detector, Layer 3, Scintillator Straight Edge Wrap 17  |                               0*cm 0*cm -2.014*cm  |                     0*deg 0*deg 120*deg  | af3cff   |       G4GenericTrap  |36.714*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm -0.025*cm 35.197*cm -0.025*cm 38.203*cm -0.022*cm 38.203*cm -0.022*cm 35.197*cm  |               G4_Al  |                  no  |    17   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
